ID,Age,Masked,Vaccinate,Initial_Status
3980,47,Yes,No,Susceptible
3981,71,Yes,Yes,Susceptible
3982,26,Yes,Yes,Susceptible
3983,40,Yes,No,Susceptible
3984,5,Yes,No,Susceptible
3985,21,Yes,Yes,Susceptible
3986,78,No,No,Susceptible
3987,4,Yes,No,Infectious
3988,23,Yes,Yes,Susceptible
3989,84,No,Yes,Susceptible
3990,15,Yes,No,Susceptible
3991,8,Yes,No,Susceptible
3992,41,Yes,Yes,Susceptible
3993,19,Yes,No,Susceptible
3994,46,Yes,No,Susceptible
3995,28,No,Yes,Susceptible
3996,68,No,Yes,Susceptible
3997,15,Yes,No,Susceptible
3998,37,Yes,No,Exposed
3999,1,Yes,Yes,Susceptible
4000,67,No,No,Recovered
4001,24,Yes,Yes,Susceptible
4002,27,Yes,Yes,Susceptible
4003,40,Yes,Yes,Susceptible
4004,63,Yes,No,Susceptible
4005,61,Yes,No,Susceptible
4006,36,No,No,Susceptible
4007,24,Yes,No,Susceptible
4008,24,Yes,No,Recovered
4009,4,Yes,No,Susceptible
4010,67,No,Yes,Susceptible
4011,34,No,Yes,Susceptible
4012,57,Yes,Yes,Recovered
4013,49,Yes,Yes,Susceptible
4014,87,Yes,No,Susceptible
4015,53,No,No,Susceptible
4016,23,Yes,No,Recovered
4017,69,No,No,Susceptible
4018,53,Yes,Yes,Susceptible
4019,62,Yes,No,Susceptible
4020,41,Yes,Yes,Susceptible
4021,57,No,No,Susceptible
4022,60,Yes,No,Susceptible
4023,54,Yes,Yes,Susceptible
4024,70,Yes,Yes,Susceptible
4025,57,Yes,Yes,Susceptible
4026,10,Yes,Yes,Susceptible
4027,40,No,Yes,Susceptible
4028,7,Yes,Yes,Susceptible
4029,38,No,Yes,Susceptible
4030,85,Yes,Yes,Susceptible
4031,61,Yes,Yes,Susceptible
4032,84,No,No,Susceptible
4033,3,No,No,Exposed
4034,51,Yes,Yes,Susceptible
4035,86,Yes,No,Susceptible
4036,47,Yes,Yes,Susceptible
4037,68,Yes,Yes,Susceptible
4038,76,Yes,Yes,Susceptible
4039,38,Yes,No,Susceptible
4040,36,Yes,Yes,Recovered
4041,41,Yes,No,Susceptible
4042,69,No,Yes,Susceptible
4043,13,No,Yes,Susceptible
4044,87,Yes,No,Susceptible
4045,58,Yes,Yes,Susceptible
4046,50,No,Yes,Infectious
4047,30,Yes,Yes,Susceptible
4048,62,Yes,Yes,Recovered
4049,25,Yes,No,Susceptible
4050,27,Yes,No,Susceptible
4051,51,No,No,Susceptible
4052,78,No,No,Susceptible
4053,57,No,Yes,Susceptible
4054,47,Yes,No,Susceptible
4055,39,Yes,No,Susceptible
4056,16,Yes,Yes,Susceptible
4057,22,Yes,No,Susceptible
4058,85,No,Yes,Susceptible
4059,54,Yes,Yes,Susceptible
4060,21,No,Yes,Susceptible
4061,72,No,Yes,Recovered
4062,16,Yes,No,Susceptible
4063,59,No,No,Recovered
4064,31,No,No,Susceptible
4065,42,Yes,Yes,Susceptible
4066,74,Yes,Yes,Susceptible
4067,32,Yes,Yes,Susceptible
4068,59,Yes,Yes,Susceptible
4069,34,No,No,Susceptible
4070,9,Yes,No,Recovered
4071,81,Yes,No,Susceptible
4072,11,Yes,No,Susceptible
4073,10,No,Yes,Recovered
4074,86,No,Yes,Susceptible
4075,17,Yes,No,Susceptible
4076,68,Yes,No,Susceptible
4077,48,No,Yes,Susceptible
4078,52,Yes,Yes,Recovered
4079,25,Yes,Yes,Susceptible
4080,21,Yes,Yes,Susceptible
4081,65,No,Yes,Susceptible
4082,63,No,Yes,Susceptible
4083,89,No,Yes,Susceptible
4084,51,No,No,Susceptible
4085,36,Yes,No,Susceptible
4086,81,Yes,Yes,Susceptible
4087,88,Yes,Yes,Susceptible
4088,66,No,Yes,Susceptible
4089,15,No,No,Susceptible
4090,39,Yes,No,Susceptible
4091,70,No,Yes,Susceptible
4092,1,No,Yes,Susceptible
4093,23,No,Yes,Susceptible
4094,39,Yes,Yes,Susceptible
4095,57,Yes,Yes,Susceptible
4096,81,Yes,No,Susceptible
4097,34,Yes,No,Susceptible
4098,41,Yes,No,Susceptible
4099,73,No,Yes,Susceptible
4100,13,Yes,No,Susceptible
4101,70,Yes,No,Susceptible
4102,6,No,No,Susceptible
4103,84,Yes,Yes,Recovered
4104,52,Yes,Yes,Susceptible
4105,3,Yes,No,Susceptible
4106,81,Yes,No,Susceptible
4107,63,Yes,No,Susceptible
4108,49,Yes,Yes,Susceptible
4109,76,Yes,Yes,Exposed
4110,47,Yes,No,Exposed
4111,55,Yes,Yes,Susceptible
4112,64,Yes,No,Susceptible
4113,65,Yes,No,Susceptible
4114,81,Yes,No,Susceptible
4115,67,No,Yes,Infectious
4116,15,Yes,No,Exposed
4117,32,No,Yes,Recovered
4118,68,Yes,No,Recovered
4119,18,No,No,Susceptible
4120,83,Yes,Yes,Susceptible
4121,43,Yes,Yes,Susceptible
4122,35,Yes,Yes,Susceptible
4123,78,Yes,Yes,Susceptible
4124,58,Yes,No,Susceptible
4125,33,No,Yes,Susceptible
4126,14,Yes,Yes,Susceptible
4127,34,Yes,No,Susceptible
4128,61,Yes,Yes,Susceptible
4129,4,No,Yes,Susceptible
4130,88,No,No,Susceptible
4131,59,No,No,Susceptible
4132,29,No,Yes,Susceptible
4133,83,Yes,Yes,Recovered
4134,6,Yes,Yes,Exposed
4135,49,No,No,Susceptible
4136,40,Yes,No,Susceptible
4137,83,No,Yes,Infectious
4138,65,No,No,Susceptible
4139,69,No,Yes,Susceptible
4140,27,No,No,Susceptible
4141,80,Yes,Yes,Susceptible
4142,6,No,No,Exposed
4143,13,No,Yes,Susceptible
4144,64,No,No,Susceptible
4145,62,Yes,Yes,Susceptible
4146,19,Yes,No,Susceptible
4147,76,Yes,No,Susceptible
4148,80,Yes,Yes,Susceptible
4149,43,Yes,Yes,Exposed
4150,74,Yes,No,Susceptible
4151,89,No,Yes,Infectious
4152,20,No,Yes,Exposed
4153,68,Yes,No,Susceptible
4154,44,Yes,Yes,Susceptible
4155,23,Yes,No,Susceptible
4156,2,Yes,Yes,Susceptible
4157,22,Yes,No,Susceptible
4158,57,No,No,Susceptible
4159,72,Yes,No,Infectious
4160,7,Yes,Yes,Susceptible
4161,78,Yes,Yes,Susceptible
4162,56,Yes,Yes,Exposed
4163,67,Yes,Yes,Susceptible
4164,16,Yes,Yes,Susceptible
4165,83,Yes,Yes,Susceptible
4166,51,No,Yes,Susceptible
4167,82,No,Yes,Susceptible
4168,80,Yes,No,Susceptible
4169,72,Yes,Yes,Susceptible
4170,12,Yes,Yes,Susceptible
4171,53,Yes,No,Susceptible
4172,75,No,Yes,Susceptible
4173,5,No,Yes,Susceptible
4174,27,Yes,Yes,Susceptible
4175,12,No,No,Susceptible
4176,17,Yes,Yes,Susceptible
4177,6,No,No,Susceptible
4178,5,No,No,Susceptible
4179,57,No,No,Infectious
4180,28,Yes,No,Susceptible
4181,78,No,No,Susceptible
4182,69,Yes,No,Susceptible
4183,59,Yes,Yes,Susceptible
4184,33,Yes,Yes,Susceptible
4185,62,No,Yes,Susceptible
4186,50,No,Yes,Susceptible
4187,19,Yes,No,Susceptible
4188,86,No,Yes,Susceptible
4189,69,Yes,No,Susceptible
4190,66,Yes,Yes,Susceptible
4191,47,No,Yes,Susceptible
4192,39,Yes,No,Susceptible
4193,68,Yes,Yes,Susceptible
4194,33,No,Yes,Susceptible
4195,13,No,Yes,Susceptible
4196,84,Yes,Yes,Susceptible
4197,54,Yes,No,Susceptible
4198,7,Yes,No,Susceptible
4199,79,Yes,No,Susceptible
4200,87,Yes,No,Recovered
4201,14,Yes,Yes,Susceptible
4202,87,Yes,Yes,Recovered
4203,19,No,Yes,Susceptible
4204,54,Yes,No,Susceptible
4205,20,Yes,Yes,Susceptible
4206,29,No,No,Susceptible
4207,24,Yes,No,Infectious
4208,82,No,Yes,Exposed
4209,63,Yes,No,Susceptible
4210,74,Yes,No,Susceptible
4211,57,No,Yes,Infectious
4212,8,No,No,Susceptible
4213,62,Yes,Yes,Susceptible
4214,29,Yes,No,Susceptible
4215,74,Yes,No,Susceptible
4216,17,Yes,No,Susceptible
4217,66,Yes,Yes,Susceptible
4218,6,Yes,No,Susceptible
4219,58,No,No,Susceptible
4220,69,Yes,Yes,Susceptible
4221,28,Yes,Yes,Susceptible
4222,62,No,No,Susceptible
4223,41,Yes,Yes,Recovered
4224,69,Yes,Yes,Susceptible
4225,82,Yes,Yes,Susceptible
4226,84,Yes,No,Recovered
4227,41,Yes,No,Susceptible
4228,49,Yes,Yes,Susceptible
4229,49,Yes,Yes,Susceptible
4230,76,No,Yes,Infectious
4231,71,Yes,Yes,Susceptible
4232,3,No,Yes,Infectious
4233,10,Yes,Yes,Susceptible
4234,89,Yes,Yes,Susceptible
4235,35,Yes,No,Susceptible
4236,80,No,Yes,Susceptible
4237,2,No,No,Susceptible
4238,24,Yes,No,Susceptible
4239,74,Yes,No,Susceptible
4240,38,No,No,Susceptible
4241,22,Yes,No,Susceptible
4242,26,Yes,Yes,Susceptible
4243,43,No,Yes,Susceptible
4244,55,No,No,Susceptible
4245,39,Yes,Yes,Recovered
4246,29,Yes,No,Susceptible
4247,20,Yes,No,Susceptible
4248,41,Yes,Yes,Susceptible
4249,54,Yes,Yes,Susceptible
4250,20,Yes,No,Susceptible
4251,19,Yes,Yes,Recovered
4252,84,No,Yes,Susceptible
4253,66,Yes,No,Susceptible
4254,30,Yes,No,Susceptible
4255,53,Yes,Yes,Susceptible
4256,34,Yes,Yes,Susceptible
4257,22,Yes,No,Susceptible
4258,67,No,No,Susceptible
4259,6,Yes,No,Susceptible
4260,79,Yes,Yes,Susceptible
4261,27,Yes,Yes,Susceptible
4262,10,Yes,No,Infectious
4263,73,Yes,Yes,Susceptible
4264,48,No,No,Susceptible
4265,70,No,Yes,Susceptible
4266,59,Yes,No,Susceptible
4267,59,No,No,Susceptible
4268,2,Yes,No,Susceptible
4269,29,No,Yes,Susceptible
4270,68,No,Yes,Susceptible
4271,65,Yes,No,Susceptible
4272,83,Yes,Yes,Susceptible
4273,26,Yes,No,Susceptible
4274,89,Yes,Yes,Susceptible
4275,10,Yes,Yes,Susceptible
4276,53,No,Yes,Susceptible
4277,79,Yes,Yes,Susceptible
4278,59,Yes,Yes,Susceptible
4279,22,Yes,Yes,Recovered
4280,51,No,No,Susceptible
4281,48,Yes,Yes,Susceptible
4282,21,Yes,Yes,Susceptible
4283,22,Yes,No,Susceptible
4284,30,Yes,Yes,Susceptible
4285,25,Yes,Yes,Susceptible
4286,28,No,Yes,Susceptible
4287,65,Yes,No,Infectious
4288,45,Yes,Yes,Susceptible
4289,68,Yes,No,Susceptible
4290,7,No,Yes,Susceptible
4291,49,No,No,Susceptible
4292,9,Yes,Yes,Recovered
4293,36,No,No,Susceptible
4294,83,Yes,No,Susceptible
4295,1,No,No,Susceptible
4296,10,No,Yes,Susceptible
4297,36,Yes,No,Susceptible
4298,73,No,Yes,Susceptible
4299,46,Yes,Yes,Susceptible
4300,32,Yes,Yes,Susceptible
4301,32,Yes,No,Susceptible
4302,6,No,Yes,Susceptible
4303,48,Yes,Yes,Susceptible
4304,38,Yes,Yes,Susceptible
4305,17,Yes,No,Susceptible
4306,74,Yes,No,Infectious
4307,27,No,No,Susceptible
4308,54,Yes,Yes,Susceptible
4309,50,Yes,No,Susceptible
4310,35,No,Yes,Susceptible
4311,85,No,Yes,Susceptible
4312,25,Yes,No,Susceptible
4313,28,Yes,No,Susceptible
4314,15,Yes,Yes,Susceptible
4315,4,Yes,No,Recovered
4316,73,No,Yes,Infectious
4317,27,No,Yes,Infectious
4318,26,Yes,Yes,Susceptible
4319,19,No,Yes,Exposed
4320,17,Yes,No,Susceptible
4321,43,Yes,No,Susceptible
4322,41,No,Yes,Susceptible
4323,42,No,Yes,Susceptible
4324,50,No,Yes,Susceptible
4325,84,Yes,No,Recovered
4326,40,Yes,No,Susceptible
4327,39,No,Yes,Susceptible
4328,23,Yes,Yes,Susceptible
4329,52,Yes,No,Susceptible
4330,47,Yes,No,Susceptible
4331,63,Yes,No,Recovered
4332,69,Yes,Yes,Susceptible
4333,43,Yes,Yes,Susceptible
4334,48,No,No,Infectious
4335,34,No,Yes,Susceptible
4336,40,No,No,Susceptible
4337,75,Yes,No,Susceptible
4338,61,Yes,Yes,Susceptible
4339,50,No,No,Susceptible
4340,67,No,Yes,Susceptible
4341,62,Yes,Yes,Susceptible
4342,58,No,No,Susceptible
4343,33,Yes,No,Susceptible
4344,75,Yes,No,Susceptible
4345,16,Yes,Yes,Susceptible
4346,82,Yes,Yes,Susceptible
4347,48,No,No,Susceptible
4348,10,No,No,Exposed
4349,82,Yes,No,Susceptible
4350,38,Yes,Yes,Susceptible
4351,19,Yes,No,Exposed
4352,36,No,Yes,Susceptible
4353,59,No,No,Susceptible
4354,63,Yes,Yes,Susceptible
4355,77,Yes,Yes,Susceptible
4356,46,No,Yes,Susceptible
4357,3,No,No,Susceptible
4358,74,Yes,Yes,Susceptible
4359,65,Yes,No,Susceptible
4360,8,Yes,No,Susceptible
4361,51,No,Yes,Susceptible
4362,81,No,No,Susceptible
4363,73,Yes,No,Susceptible
4364,6,Yes,Yes,Susceptible
4365,89,No,No,Susceptible
4366,39,Yes,Yes,Susceptible
4367,60,Yes,Yes,Susceptible
4368,28,No,No,Susceptible
4369,54,No,No,Infectious
4370,37,No,No,Susceptible
4371,9,Yes,No,Recovered
4372,82,Yes,Yes,Susceptible
4373,56,No,Yes,Susceptible
4374,59,No,No,Susceptible
4375,85,No,Yes,Susceptible
4376,2,Yes,Yes,Susceptible
4377,61,Yes,No,Exposed
4378,58,Yes,No,Susceptible
4379,60,Yes,Yes,Susceptible
4380,40,Yes,No,Susceptible
4381,36,Yes,No,Susceptible
4382,37,No,Yes,Infectious
4383,79,Yes,Yes,Susceptible
4384,18,No,Yes,Susceptible
4385,63,Yes,No,Susceptible
4386,22,No,Yes,Susceptible
4387,11,Yes,Yes,Susceptible
4388,58,Yes,Yes,Susceptible
4389,57,No,Yes,Susceptible
4390,77,Yes,No,Susceptible
4391,4,Yes,Yes,Susceptible
4392,86,Yes,No,Susceptible
4393,7,No,No,Susceptible
4394,61,No,Yes,Susceptible
4395,54,Yes,No,Susceptible
4396,88,No,No,Susceptible
4397,68,Yes,Yes,Susceptible
4398,79,Yes,Yes,Recovered
4399,1,Yes,Yes,Susceptible
4400,55,No,Yes,Susceptible
4401,3,Yes,No,Susceptible
4402,78,Yes,Yes,Infectious
4403,38,Yes,No,Susceptible
4404,1,Yes,Yes,Susceptible
4405,38,Yes,No,Susceptible
4406,85,No,Yes,Susceptible
4407,29,No,Yes,Susceptible
4408,5,Yes,Yes,Susceptible
4409,74,Yes,No,Susceptible
4410,21,No,No,Susceptible
4411,71,Yes,Yes,Infectious
4412,67,No,No,Susceptible
4413,47,No,Yes,Susceptible
4414,84,No,No,Susceptible
4415,83,Yes,No,Susceptible
4416,35,Yes,Yes,Susceptible
4417,68,Yes,No,Susceptible
4418,69,Yes,No,Susceptible
4419,1,Yes,Yes,Susceptible
4420,68,Yes,Yes,Susceptible
4421,12,No,Yes,Susceptible
4422,60,Yes,No,Susceptible
4423,27,Yes,Yes,Susceptible
4424,56,Yes,Yes,Susceptible
4425,23,Yes,Yes,Susceptible
4426,25,No,No,Infectious
4427,21,No,Yes,Susceptible
4428,61,Yes,No,Susceptible
4429,63,No,No,Susceptible
4430,52,Yes,No,Susceptible
4431,88,Yes,Yes,Recovered
4432,25,Yes,No,Recovered
4433,55,Yes,No,Susceptible
4434,46,Yes,Yes,Susceptible
4435,32,Yes,No,Recovered
4436,55,Yes,Yes,Infectious
4437,5,Yes,Yes,Susceptible
4438,36,Yes,Yes,Susceptible
4439,49,Yes,No,Susceptible
4440,58,Yes,No,Susceptible
4441,39,No,Yes,Susceptible
4442,80,Yes,No,Susceptible
4443,85,No,Yes,Susceptible
4444,61,No,No,Susceptible
4445,9,Yes,Yes,Susceptible
4446,6,No,No,Susceptible
4447,35,No,Yes,Susceptible
4448,39,No,No,Susceptible
4449,22,Yes,Yes,Susceptible
4450,41,Yes,No,Susceptible
4451,5,Yes,No,Susceptible
4452,42,No,Yes,Susceptible
4453,87,Yes,Yes,Susceptible
4454,81,Yes,Yes,Susceptible
4455,76,Yes,Yes,Susceptible
4456,87,Yes,Yes,Susceptible
4457,80,No,Yes,Susceptible
4458,67,Yes,Yes,Susceptible
4459,30,Yes,No,Recovered
4460,57,Yes,No,Susceptible
4461,86,Yes,Yes,Susceptible
4462,73,No,No,Exposed
4463,29,Yes,Yes,Susceptible
4464,37,Yes,No,Susceptible
4465,87,Yes,Yes,Susceptible
4466,13,Yes,No,Susceptible
4467,32,Yes,No,Susceptible
4468,46,Yes,No,Susceptible
4469,23,Yes,No,Recovered
4470,45,Yes,No,Recovered
4471,17,Yes,Yes,Susceptible
4472,85,Yes,No,Susceptible
4473,66,Yes,Yes,Susceptible
4474,6,Yes,No,Susceptible
4475,18,Yes,No,Susceptible
4476,22,No,Yes,Susceptible
4477,33,Yes,Yes,Susceptible
4478,30,No,Yes,Infectious
4479,81,No,No,Susceptible
4480,32,Yes,No,Susceptible
4481,42,No,No,Susceptible
4482,78,No,Yes,Susceptible
4483,10,Yes,No,Susceptible
4484,36,No,No,Susceptible
4485,34,Yes,No,Susceptible
4486,73,No,Yes,Infectious
4487,28,Yes,No,Susceptible
4488,11,No,Yes,Susceptible
4489,78,No,Yes,Susceptible
4490,39,Yes,Yes,Infectious
4491,47,Yes,No,Exposed
4492,19,No,No,Susceptible
4493,15,No,No,Susceptible
4494,28,Yes,No,Recovered
4495,24,Yes,Yes,Susceptible
4496,72,Yes,No,Susceptible
4497,9,Yes,No,Recovered
4498,47,Yes,Yes,Susceptible
4499,33,Yes,Yes,Susceptible
4500,62,Yes,No,Recovered
4501,19,No,No,Exposed
4502,67,Yes,No,Susceptible
4503,74,No,Yes,Susceptible
4504,40,Yes,No,Susceptible
4505,47,No,No,Susceptible
4506,65,Yes,Yes,Susceptible
4507,29,Yes,Yes,Susceptible
4508,50,Yes,No,Susceptible
4509,13,No,Yes,Susceptible
4510,1,Yes,Yes,Susceptible
4511,34,No,No,Susceptible
4512,48,Yes,Yes,Susceptible
4513,77,No,No,Susceptible
4514,48,Yes,Yes,Susceptible
4515,49,Yes,No,Susceptible
4516,64,Yes,Yes,Susceptible
4517,61,No,No,Recovered
4518,29,Yes,No,Susceptible
4519,39,Yes,Yes,Recovered
4520,88,No,No,Susceptible
4521,26,Yes,No,Susceptible
4522,17,Yes,Yes,Susceptible
4523,71,Yes,Yes,Susceptible
4524,13,No,Yes,Susceptible
4525,69,Yes,Yes,Susceptible
4526,26,No,Yes,Susceptible
4527,49,Yes,No,Susceptible
4528,67,No,No,Infectious
4529,7,Yes,Yes,Susceptible
4530,58,Yes,No,Susceptible
4531,49,No,Yes,Susceptible
4532,53,Yes,No,Susceptible
4533,65,Yes,Yes,Susceptible
4534,62,Yes,No,Susceptible
4535,17,Yes,Yes,Susceptible
4536,43,Yes,Yes,Exposed
4537,25,No,Yes,Susceptible
4538,3,Yes,No,Susceptible
4539,79,No,No,Susceptible
4540,29,Yes,No,Susceptible
4541,32,Yes,Yes,Susceptible
4542,26,No,No,Susceptible
4543,16,No,Yes,Susceptible
4544,25,Yes,Yes,Susceptible
4545,54,No,Yes,Susceptible
4546,28,No,Yes,Recovered
4547,73,No,No,Susceptible
4548,56,Yes,Yes,Susceptible
4549,65,No,Yes,Susceptible
4550,86,No,No,Susceptible
4551,80,Yes,Yes,Susceptible
4552,41,No,No,Susceptible
4553,51,Yes,No,Susceptible
4554,71,Yes,No,Susceptible
4555,78,No,No,Exposed
4556,29,Yes,No,Susceptible
4557,83,No,Yes,Susceptible
4558,19,No,Yes,Susceptible
4559,66,Yes,Yes,Susceptible
4560,41,No,No,Susceptible
4561,45,No,Yes,Susceptible
4562,15,Yes,Yes,Recovered
4563,3,Yes,No,Susceptible
4564,11,Yes,Yes,Susceptible
4565,53,Yes,No,Susceptible
4566,46,No,Yes,Susceptible
4567,30,No,No,Susceptible
4568,57,Yes,No,Susceptible
4569,18,Yes,No,Susceptible
4570,51,No,Yes,Susceptible
4571,48,Yes,Yes,Susceptible
4572,66,No,No,Susceptible
4573,8,No,Yes,Susceptible
4574,22,Yes,No,Susceptible
4575,6,Yes,No,Susceptible
4576,76,Yes,Yes,Susceptible
4577,57,No,Yes,Susceptible
4578,36,Yes,Yes,Susceptible
4579,79,Yes,Yes,Susceptible
4580,57,Yes,No,Susceptible
4581,49,Yes,Yes,Recovered
4582,45,Yes,Yes,Susceptible
4583,82,No,No,Recovered
4584,66,Yes,Yes,Susceptible
4585,77,No,Yes,Susceptible
4586,45,No,No,Susceptible
4587,79,No,Yes,Susceptible
4588,20,Yes,No,Infectious
4589,64,Yes,Yes,Susceptible
4590,67,Yes,Yes,Exposed
4591,83,Yes,No,Susceptible
4592,3,Yes,Yes,Susceptible
4593,54,No,Yes,Exposed
4594,78,Yes,Yes,Susceptible
4595,64,Yes,Yes,Recovered
4596,40,Yes,Yes,Susceptible
4597,59,No,No,Susceptible
4598,55,Yes,No,Recovered
4599,62,Yes,No,Susceptible
4600,4,No,Yes,Susceptible
4601,60,No,No,Susceptible
4602,75,Yes,No,Susceptible
4603,30,No,No,Susceptible
4604,2,Yes,Yes,Susceptible
4605,62,No,Yes,Susceptible
4606,49,No,Yes,Susceptible
4607,9,Yes,No,Infectious
4608,31,Yes,Yes,Susceptible
4609,61,Yes,Yes,Susceptible
4610,79,Yes,No,Susceptible
4611,48,No,No,Susceptible
4612,25,Yes,Yes,Susceptible
4613,36,Yes,Yes,Susceptible
4614,8,Yes,No,Susceptible
4615,73,Yes,No,Susceptible
4616,58,Yes,Yes,Recovered
4617,45,Yes,Yes,Susceptible
4618,62,Yes,Yes,Exposed
4619,39,No,Yes,Susceptible
4620,58,Yes,No,Susceptible
4621,81,No,Yes,Susceptible
4622,83,Yes,Yes,Susceptible
4623,64,Yes,Yes,Susceptible
4624,44,No,No,Infectious
4625,29,Yes,No,Susceptible
4626,59,Yes,No,Exposed
4627,71,Yes,No,Susceptible
4628,9,Yes,No,Susceptible
4629,6,No,No,Susceptible
4630,29,No,No,Susceptible
4631,58,Yes,Yes,Susceptible
4632,17,Yes,Yes,Susceptible
4633,16,Yes,Yes,Exposed
4634,87,Yes,Yes,Susceptible
4635,3,Yes,Yes,Susceptible
4636,21,Yes,No,Susceptible
4637,64,Yes,No,Susceptible
4638,36,Yes,Yes,Susceptible
4639,86,Yes,No,Recovered
4640,62,Yes,Yes,Exposed
4641,42,Yes,No,Susceptible
4642,76,Yes,Yes,Susceptible
4643,42,Yes,No,Susceptible
4644,61,Yes,Yes,Susceptible
4645,13,Yes,Yes,Susceptible
4646,11,Yes,Yes,Susceptible
4647,54,Yes,Yes,Susceptible
4648,16,No,No,Susceptible
4649,8,No,Yes,Exposed
4650,59,Yes,No,Susceptible
4651,57,No,Yes,Susceptible
4652,40,Yes,No,Susceptible
4653,59,No,No,Susceptible
4654,2,Yes,No,Infectious
4655,76,No,No,Susceptible
4656,10,Yes,Yes,Susceptible
4657,44,No,Yes,Susceptible
4658,11,No,Yes,Susceptible
4659,79,Yes,Yes,Susceptible
4660,80,No,Yes,Exposed
4661,81,Yes,No,Susceptible
4662,2,Yes,Yes,Susceptible
4663,50,Yes,No,Susceptible
4664,12,Yes,No,Susceptible
4665,23,Yes,Yes,Susceptible
4666,18,No,Yes,Susceptible
4667,62,Yes,Yes,Susceptible
4668,62,Yes,Yes,Susceptible
4669,38,No,Yes,Recovered
4670,67,Yes,No,Susceptible
4671,38,Yes,No,Susceptible
4672,67,Yes,No,Susceptible
4673,61,No,No,Susceptible
4674,1,Yes,Yes,Susceptible
4675,45,No,No,Susceptible
4676,28,No,Yes,Susceptible
4677,21,No,No,Susceptible
4678,13,Yes,No,Susceptible
4679,27,No,Yes,Susceptible
4680,7,Yes,No,Susceptible
4681,22,No,Yes,Susceptible
4682,74,Yes,No,Exposed
4683,53,Yes,No,Exposed
4684,79,Yes,Yes,Susceptible
4685,79,No,Yes,Exposed
4686,4,Yes,No,Susceptible
4687,23,No,Yes,Susceptible
4688,70,Yes,No,Exposed
4689,88,Yes,Yes,Recovered
4690,84,No,Yes,Susceptible
4691,84,Yes,No,Susceptible
4692,76,Yes,No,Infectious
4693,33,Yes,No,Susceptible
4694,28,Yes,No,Susceptible
4695,8,Yes,No,Susceptible
4696,1,Yes,No,Susceptible
4697,37,Yes,Yes,Susceptible
4698,63,No,Yes,Exposed
4699,22,Yes,No,Susceptible
4700,70,Yes,No,Susceptible
4701,21,Yes,Yes,Susceptible
4702,35,Yes,No,Susceptible
4703,79,No,Yes,Susceptible
4704,5,No,Yes,Susceptible
4705,60,Yes,Yes,Susceptible
4706,46,Yes,Yes,Exposed
4707,50,No,Yes,Susceptible
4708,48,Yes,No,Exposed
4709,6,Yes,Yes,Susceptible
4710,89,No,No,Susceptible
4711,56,No,Yes,Exposed
4712,59,Yes,No,Susceptible
4713,29,No,No,Susceptible
4714,71,Yes,No,Susceptible
4715,77,Yes,Yes,Susceptible
4716,18,Yes,No,Susceptible
4717,2,Yes,No,Exposed
4718,8,Yes,Yes,Susceptible
4719,75,No,No,Susceptible
4720,54,No,Yes,Susceptible
4721,38,Yes,Yes,Susceptible
4722,48,Yes,Yes,Susceptible
4723,27,Yes,Yes,Susceptible
4724,20,Yes,Yes,Exposed
4725,12,No,No,Susceptible
4726,43,Yes,Yes,Susceptible
4727,61,Yes,No,Susceptible
4728,31,Yes,No,Susceptible
4729,61,Yes,Yes,Exposed
4730,74,Yes,No,Susceptible
4731,67,No,Yes,Susceptible
4732,35,Yes,No,Susceptible
4733,15,Yes,Yes,Susceptible
4734,16,No,Yes,Susceptible
4735,13,Yes,No,Susceptible
4736,35,Yes,Yes,Susceptible
4737,75,Yes,Yes,Susceptible
4738,59,Yes,Yes,Susceptible
4739,21,No,No,Susceptible
4740,54,Yes,Yes,Susceptible
4741,75,No,No,Susceptible
4742,30,Yes,Yes,Susceptible
4743,48,No,No,Susceptible
4744,35,Yes,Yes,Susceptible
4745,86,Yes,No,Susceptible
4746,38,No,No,Susceptible
4747,31,Yes,No,Exposed
4748,78,Yes,Yes,Susceptible
4749,24,Yes,No,Susceptible
4750,49,Yes,No,Susceptible
4751,32,Yes,Yes,Susceptible
4752,55,No,No,Susceptible
4753,79,Yes,No,Susceptible
4754,58,Yes,No,Exposed
4755,3,Yes,Yes,Recovered
4756,80,Yes,Yes,Susceptible
4757,69,Yes,Yes,Susceptible
4758,85,Yes,No,Susceptible
4759,10,Yes,No,Susceptible
4760,83,Yes,Yes,Susceptible
4761,25,Yes,Yes,Infectious
4762,68,Yes,Yes,Exposed
4763,61,No,No,Susceptible
4764,29,Yes,Yes,Infectious
4765,19,Yes,Yes,Recovered
4766,43,Yes,No,Susceptible
4767,66,No,No,Susceptible
4768,74,Yes,No,Susceptible
4769,61,Yes,Yes,Susceptible
4770,43,Yes,Yes,Susceptible
4771,25,No,No,Susceptible
4772,20,No,Yes,Susceptible
4773,48,No,No,Susceptible
4774,83,No,Yes,Recovered
4775,87,Yes,Yes,Susceptible
4776,24,No,Yes,Susceptible
4777,11,Yes,Yes,Susceptible
4778,55,No,No,Susceptible
4779,28,No,Yes,Susceptible
4780,69,Yes,Yes,Susceptible
4781,63,Yes,Yes,Susceptible
4782,59,No,No,Susceptible
4783,5,No,Yes,Susceptible
4784,51,Yes,No,Susceptible
4785,21,No,No,Recovered
4786,12,Yes,Yes,Susceptible
4787,50,Yes,Yes,Recovered
4788,4,Yes,No,Susceptible
4789,42,Yes,No,Susceptible
4790,84,Yes,Yes,Exposed
